Read length	Number of total reads	Extract	Number of damaged reads	Sample	Type	Dup
86	3	3	0	11A	Indels	86-3-11A-Indels
86	53	1	10	11A	Normal	86-1-11A-Normal
86	1142	1	9	I4411	Normal	86-1-I4411-Normal
86	31	1	0	11B	Normal	86-1-11B-Normal
86	32	1	0	11B_ss	Normal	86-1-11B_ss-Normal
86	36	2	1	11A	Normal	86-2-11A-Normal
86	48	2	1	11B	Normal	86-2-11B-Normal
86	37	3	2	11A	Normal	86-3-11A-Normal
86	6	3	0	11B	Normal	86-3-11B-Normal
86	52	1	10	11A	SNPs	86-1-11A-SNPs
86	1097	1	9	I4411	SNPs	86-1-I4411-SNPs
86	31	1	0	11B	SNPs	86-1-11B-SNPs
86	32	1	0	11B_ss	SNPs	86-1-11B_ss-SNPs
86	36	2	1	11A	SNPs	86-2-11A-SNPs
86	46	2	1	11B	SNPs	86-2-11B-SNPs
86	34	3	2	11A	SNPs	86-3-11A-SNPs
86	6	3	0	11B	SNPs	86-3-11B-SNPs
87	1	1	0	11A	Indels	87-1-11A-Indels
87	60	1	1	I4411	Indels	87-1-I4411-Indels
87	1	1	0	11B	Indels	87-1-11B-Indels
87	1	1	0	11B_ss	Indels	87-1-11B_ss-Indels
87	1	2	0	11A	Indels	87-2-11A-Indels
87	38	1	3	11A	Normal	87-1-11A-Normal
87	1021	1	17	I4411	Normal	87-1-I4411-Normal
87	27	1	0	11B	Normal	87-1-11B-Normal
87	45	1	0	11B_ss	Normal	87-1-11B_ss-Normal
87	37	2	0	11A	Normal	87-2-11A-Normal
87	31	2	0	11B	Normal	87-2-11B-Normal
87	46	3	3	11A	Normal	87-3-11A-Normal
87	4	3	2	11B	Normal	87-3-11B-Normal
87	37	1	3	11A	SNPs	87-1-11A-SNPs
87	961	1	16	I4411	SNPs	87-1-I4411-SNPs
87	26	1	0	11B	SNPs	87-1-11B-SNPs
87	44	1	0	11B_ss	SNPs	87-1-11B_ss-SNPs
87	36	2	0	11A	SNPs	87-2-11A-SNPs
87	31	2	0	11B	SNPs	87-2-11B-SNPs
87	46	3	3	11A	SNPs	87-3-11A-SNPs
87	4	3	2	11B	SNPs	87-3-11B-SNPs
88	1	1	0	11A	Indels	88-1-11A-Indels
88	51	1	1	I4411	Indels	88-1-I4411-Indels
88	4	1	0	11B_ss	Indels	88-1-11B_ss-Indels
88	1	2	0	11A	Indels	88-2-11A-Indels
88	2	3	0	11A	Indels	88-3-11A-Indels
88	1	3	0	11B	Indels	88-3-11B-Indels
88	47	1	9	11A	Normal	88-1-11A-Normal
88	1139	1	16	I4411	Normal	88-1-I4411-Normal
88	21	1	1	11B	Normal	88-1-11B-Normal
88	30	1	2	11B_ss	Normal	88-1-11B_ss-Normal
88	32	2	1	11A	Normal	88-2-11A-Normal
88	37	2	0	11B	Normal	88-2-11B-Normal
88	32	3	0	11A	Normal	88-3-11A-Normal
88	5	3	0	11B	Normal	88-3-11B-Normal
88	46	1	9	11A	SNPs	88-1-11A-SNPs
88	1088	1	15	I4411	SNPs	88-1-I4411-SNPs
88	21	1	1	11B	SNPs	88-1-11B-SNPs
88	26	1	2	11B_ss	SNPs	88-1-11B_ss-SNPs
88	31	2	1	11A	SNPs	88-2-11A-SNPs
88	37	2	0	11B	SNPs	88-2-11B-SNPs
88	30	3	0	11A	SNPs	88-3-11A-SNPs
88	4	3	0	11B	SNPs	88-3-11B-SNPs
89	2	1	0	11A	Indels	89-1-11A-Indels
89	33	1	1	I4411	Indels	89-1-I4411-Indels
89	2	1	0	11B_ss	Indels	89-1-11B_ss-Indels
89	1	2	0	11B	Indels	89-2-11B-Indels
89	6	3	0	11A	Indels	89-3-11A-Indels
89	47	1	5	11A	Normal	89-1-11A-Normal
89	1018	1	12	I4411	Normal	89-1-I4411-Normal
89	33	1	1	11B	Normal	89-1-11B-Normal
89	39	1	0	11B_ss	Normal	89-1-11B_ss-Normal
89	21	2	0	11A	Normal	89-2-11A-Normal
89	35	2	1	11B	Normal	89-2-11B-Normal
89	53	3	0	11A	Normal	89-3-11A-Normal
89	7	3	1	11B	Normal	89-3-11B-Normal
89	45	1	5	11A	SNPs	89-1-11A-SNPs
89	985	1	11	I4411	SNPs	89-1-I4411-SNPs
89	33	1	1	11B	SNPs	89-1-11B-SNPs
89	37	1	0	11B_ss	SNPs	89-1-11B_ss-SNPs
89	21	2	0	11A	SNPs	89-2-11A-SNPs
89	34	2	1	11B	SNPs	89-2-11B-SNPs
89	47	3	0	11A	SNPs	89-3-11A-SNPs
89	7	3	1	11B	SNPs	89-3-11B-SNPs
90	1	1	0	11A	Indels	90-1-11A-Indels
90	30	1	0	I4411	Indels	90-1-I4411-Indels
90	1	1	0	11B	Indels	90-1-11B-Indels
90	2	1	0	11B_ss	Indels	90-1-11B_ss-Indels
90	1	2	0	11B	Indels	90-2-11B-Indels
90	43	1	10	11A	Normal	90-1-11A-Normal
90	980	1	13	I4411	Normal	90-1-I4411-Normal
90	36	1	0	11B	Normal	90-1-11B-Normal
90	43	1	0	11B_ss	Normal	90-1-11B_ss-Normal
90	36	2	0	11A	Normal	90-2-11A-Normal
90	29	2	0	11B	Normal	90-2-11B-Normal
90	69	3	1	11A	Normal	90-3-11A-Normal
90	7	3	0	11B	Normal	90-3-11B-Normal
90	42	1	10	11A	SNPs	90-1-11A-SNPs
90	950	1	13	I4411	SNPs	90-1-I4411-SNPs
90	35	1	0	11B	SNPs	90-1-11B-SNPs
90	41	1	0	11B_ss	SNPs	90-1-11B_ss-SNPs
90	36	2	0	11A	SNPs	90-2-11A-SNPs
90	28	2	0	11B	SNPs	90-2-11B-SNPs
90	69	3	1	11A	SNPs	90-3-11A-SNPs
90	7	3	0	11B	SNPs	90-3-11B-SNPs
91	1	1	0	11A	Indels	91-1-11A-Indels
91	32	1	1	I4411	Indels	91-1-I4411-Indels
91	1	1	0	11B	Indels	91-1-11B-Indels
91	1	1	0	11B_ss	Indels	91-1-11B_ss-Indels
91	1	2	0	11A	Indels	91-2-11A-Indels
91	1	2	0	11B	Indels	91-2-11B-Indels
91	39	1	2	11A	Normal	91-1-11A-Normal
91	970	1	11	I4411	Normal	91-1-I4411-Normal
91	25	1	1	11B	Normal	91-1-11B-Normal
91	37	1	1	11B_ss	Normal	91-1-11B_ss-Normal
91	26	2	1	11A	Normal	91-2-11A-Normal
91	36	2	0	11B	Normal	91-2-11B-Normal
91	31	3	0	11A	Normal	91-3-11A-Normal
91	4	3	1	11B	Normal	91-3-11B-Normal
91	38	1	2	11A	SNPs	91-1-11A-SNPs
91	938	1	10	I4411	SNPs	91-1-I4411-SNPs
91	24	1	1	11B	SNPs	91-1-11B-SNPs
91	36	1	1	11B_ss	SNPs	91-1-11B_ss-SNPs
91	25	2	1	11A	SNPs	91-2-11A-SNPs
91	35	2	0	11B	SNPs	91-2-11B-SNPs
91	31	3	0	11A	SNPs	91-3-11A-SNPs
91	4	3	1	11B	SNPs	91-3-11B-SNPs
92	1	1	0	11A	Indels	92-1-11A-Indels
92	40	1	1	I4411	Indels	92-1-I4411-Indels
92	1	1	0	11B	Indels	92-1-11B-Indels
92	1	2	0	11B	Indels	92-2-11B-Indels
92	36	1	1	11A	Normal	92-1-11A-Normal
92	997	1	9	I4411	Normal	92-1-I4411-Normal
92	24	1	0	11B	Normal	92-1-11B-Normal
92	37	1	0	11B_ss	Normal	92-1-11B_ss-Normal
92	21	2	0	11A	Normal	92-2-11A-Normal
92	35	2	2	11B	Normal	92-2-11B-Normal
92	22	3	1	11A	Normal	92-3-11A-Normal
92	2	3	0	11B	Normal	92-3-11B-Normal
92	35	1	1	11A	SNPs	92-1-11A-SNPs
92	957	1	8	I4411	SNPs	92-1-I4411-SNPs
92	23	1	0	11B	SNPs	92-1-11B-SNPs
92	37	1	0	11B_ss	SNPs	92-1-11B_ss-SNPs
92	21	2	0	11A	SNPs	92-2-11A-SNPs
92	34	2	2	11B	SNPs	92-2-11B-SNPs
92	22	3	1	11A	SNPs	92-3-11A-SNPs
92	2	3	0	11B	SNPs	92-3-11B-SNPs
93	1	1	0	11A	Indels	93-1-11A-Indels
93	39	1	1	I4411	Indels	93-1-I4411-Indels
93	2	1	0	11B_ss	Indels	93-1-11B_ss-Indels
93	1	2	0	11A	Indels	93-2-11A-Indels
93	6	2	0	11B	Indels	93-2-11B-Indels
93	31	1	6	11A	Normal	93-1-11A-Normal
93	979	1	9	I4411	Normal	93-1-I4411-Normal
93	19	1	0	11B	Normal	93-1-11B-Normal
93	31	1	0	11B_ss	Normal	93-1-11B_ss-Normal
93	10	2	0	11A	Normal	93-2-11A-Normal
93	31	2	0	11B	Normal	93-2-11B-Normal
93	33	3	0	11A	Normal	93-3-11A-Normal
93	2	3	0	11B	Normal	93-3-11B-Normal
93	30	1	6	11A	SNPs	93-1-11A-SNPs
93	940	1	8	I4411	SNPs	93-1-I4411-SNPs
93	19	1	0	11B	SNPs	93-1-11B-SNPs
93	29	1	0	11B_ss	SNPs	93-1-11B_ss-SNPs
93	9	2	0	11A	SNPs	93-2-11A-SNPs
93	25	2	0	11B	SNPs	93-2-11B-SNPs
93	33	3	0	11A	SNPs	93-3-11A-SNPs
93	2	3	0	11B	SNPs	93-3-11B-SNPs
94	1	1	0	11A	Indels	94-1-11A-Indels
94	41	1	1	I4411	Indels	94-1-I4411-Indels
94	2	1	0	11B	Indels	94-1-11B-Indels
94	1	1	0	11B_ss	Indels	94-1-11B_ss-Indels
94	1	2	0	11A	Indels	94-2-11A-Indels
94	21	1	0	11A	Normal	94-1-11A-Normal
94	903	1	13	I4411	Normal	94-1-I4411-Normal
94	35	1	1	11B	Normal	94-1-11B-Normal
94	27	1	1	11B_ss	Normal	94-1-11B_ss-Normal
94	19	2	0	11A	Normal	94-2-11A-Normal
94	39	2	1	11B	Normal	94-2-11B-Normal
94	10	3	0	11A	Normal	94-3-11A-Normal
94	4	3	1	11B	Normal	94-3-11B-Normal
94	20	1	0	11A	SNPs	94-1-11A-SNPs
94	862	1	12	I4411	SNPs	94-1-I4411-SNPs
94	33	1	1	11B	SNPs	94-1-11B-SNPs
94	26	1	1	11B_ss	SNPs	94-1-11B_ss-SNPs
94	18	2	0	11A	SNPs	94-2-11A-SNPs
94	39	2	1	11B	SNPs	94-2-11B-SNPs
94	10	3	0	11A	SNPs	94-3-11A-SNPs
94	4	3	1	11B	SNPs	94-3-11B-SNPs
95	2	1	0	11A	Indels	95-1-11A-Indels
95	31	1	0	I4411	Indels	95-1-I4411-Indels
95	1	1	0	11B	Indels	95-1-11B-Indels
95	2	2	0	11B	Indels	95-2-11B-Indels
95	31	1	5	11A	Normal	95-1-11A-Normal
95	883	1	9	I4411	Normal	95-1-I4411-Normal
95	35	1	0	11B	Normal	95-1-11B-Normal
95	27	1	1	11B_ss	Normal	95-1-11B_ss-Normal
95	18	2	0	11A	Normal	95-2-11A-Normal
95	20	2	0	11B	Normal	95-2-11B-Normal
95	24	3	0	11A	Normal	95-3-11A-Normal
95	7	3	0	11B	Normal	95-3-11B-Normal
95	29	1	5	11A	SNPs	95-1-11A-SNPs
95	852	1	9	I4411	SNPs	95-1-I4411-SNPs
95	34	1	0	11B	SNPs	95-1-11B-SNPs
95	27	1	1	11B_ss	SNPs	95-1-11B_ss-SNPs
95	18	2	0	11A	SNPs	95-2-11A-SNPs
95	18	2	0	11B	SNPs	95-2-11B-SNPs
95	24	3	0	11A	SNPs	95-3-11A-SNPs
95	7	3	0	11B	SNPs	95-3-11B-SNPs
96	1	1	0	11A	Indels	96-1-11A-Indels
96	28	1	1	I4411	Indels	96-1-I4411-Indels
96	1	2	0	11A	Indels	96-2-11A-Indels
96	1	2	0	11B	Indels	96-2-11B-Indels
96	16	1	1	11A	Normal	96-1-11A-Normal
96	807	1	11	I4411	Normal	96-1-I4411-Normal
96	26	1	0	11B	Normal	96-1-11B-Normal
96	29	1	0	11B_ss	Normal	96-1-11B_ss-Normal
96	28	2	0	11A	Normal	96-2-11A-Normal
96	25	2	0	11B	Normal	96-2-11B-Normal
96	22	3	0	11A	Normal	96-3-11A-Normal
96	5	3	0	11B	Normal	96-3-11B-Normal
96	15	1	1	11A	SNPs	96-1-11A-SNPs
96	779	1	10	I4411	SNPs	96-1-I4411-SNPs
96	26	1	0	11B	SNPs	96-1-11B-SNPs
96	29	1	0	11B_ss	SNPs	96-1-11B_ss-SNPs
96	27	2	0	11A	SNPs	96-2-11A-SNPs
96	24	2	0	11B	SNPs	96-2-11B-SNPs
96	22	3	0	11A	SNPs	96-3-11A-SNPs
96	5	3	0	11B	SNPs	96-3-11B-SNPs
97	1	1	0	11A	Indels	97-1-11A-Indels
97	32	1	0	I4411	Indels	97-1-I4411-Indels
97	1	1	0	11B_ss	Indels	97-1-11B_ss-Indels
97	5	2	0	11B	Indels	97-2-11B-Indels
97	1	3	0	11A	Indels	97-3-11A-Indels
97	27	1	2	11A	Normal	97-1-11A-Normal
97	819	1	6	I4411	Normal	97-1-I4411-Normal
97	23	1	0	11B	Normal	97-1-11B-Normal
97	25	1	0	11B_ss	Normal	97-1-11B_ss-Normal
97	12	2	0	11A	Normal	97-2-11A-Normal
97	33	2	0	11B	Normal	97-2-11B-Normal
97	25	3	0	11A	Normal	97-3-11A-Normal
97	4	3	0	11B	Normal	97-3-11B-Normal
97	26	1	2	11A	SNPs	97-1-11A-SNPs
97	787	1	6	I4411	SNPs	97-1-I4411-SNPs
97	23	1	0	11B	SNPs	97-1-11B-SNPs
97	24	1	0	11B_ss	SNPs	97-1-11B_ss-SNPs
97	12	2	0	11A	SNPs	97-2-11A-SNPs
97	28	2	0	11B	SNPs	97-2-11B-SNPs
97	24	3	0	11A	SNPs	97-3-11A-SNPs
97	4	3	0	11B	SNPs	97-3-11B-SNPs
98	1	1	0	11A	Indels	98-1-11A-Indels
98	25	1	0	I4411	Indels	98-1-I4411-Indels
98	1	1	0	11B	Indels	98-1-11B-Indels
98	1	2	0	11A	Indels	98-2-11A-Indels
98	1	2	0	11B	Indels	98-2-11B-Indels
98	3	3	0	11A	Indels	98-3-11A-Indels
98	16	1	0	11A	Normal	98-1-11A-Normal
98	745	1	5	I4411	Normal	98-1-I4411-Normal
98	27	1	0	11B	Normal	98-1-11B-Normal
98	25	1	0	11B_ss	Normal	98-1-11B_ss-Normal
98	22	2	2	11A	Normal	98-2-11A-Normal
98	34	2	0	11B	Normal	98-2-11B-Normal
98	35	3	2	11A	Normal	98-3-11A-Normal
98	4	3	0	11B	Normal	98-3-11B-Normal
98	15	1	0	11A	SNPs	98-1-11A-SNPs
98	720	1	5	I4411	SNPs	98-1-I4411-SNPs
98	26	1	0	11B	SNPs	98-1-11B-SNPs
98	25	1	0	11B_ss	SNPs	98-1-11B_ss-SNPs
98	21	2	2	11A	SNPs	98-2-11A-SNPs
98	33	2	0	11B	SNPs	98-2-11B-SNPs
98	32	3	2	11A	SNPs	98-3-11A-SNPs
98	4	3	0	11B	SNPs	98-3-11B-SNPs
99	1	1	0	11A	Indels	99-1-11A-Indels
99	24	1	2	I4411	Indels	99-1-I4411-Indels
99	1	1	0	11B_ss	Indels	99-1-11B_ss-Indels
99	1	3	0	11A	Indels	99-3-11A-Indels
99	21	1	1	11A	Normal	99-1-11A-Normal
99	780	1	15	I4411	Normal	99-1-I4411-Normal
99	26	1	0	11B	Normal	99-1-11B-Normal
99	28	1	0	11B_ss	Normal	99-1-11B_ss-Normal
99	17	2	0	11A	Normal	99-2-11A-Normal
99	37	2	1	11B	Normal	99-2-11B-Normal
99	39	3	0	11A	Normal	99-3-11A-Normal
99	4	3	0	11B	Normal	99-3-11B-Normal
99	20	1	1	11A	SNPs	99-1-11A-SNPs
99	756	1	13	I4411	SNPs	99-1-I4411-SNPs
99	26	1	0	11B	SNPs	99-1-11B-SNPs
99	27	1	0	11B_ss	SNPs	99-1-11B_ss-SNPs
99	17	2	0	11A	SNPs	99-2-11A-SNPs
99	37	2	1	11B	SNPs	99-2-11B-SNPs
99	38	3	0	11A	SNPs	99-3-11A-SNPs
99	4	3	0	11B	SNPs	99-3-11B-SNPs
100	31	1	0	I4411	Indels	100-1-I4411-Indels
100	2	1	0	11B_ss	Indels	100-1-11B_ss-Indels
100	2	2	0	11A	Indels	100-2-11A-Indels
100	1	2	0	11B	Indels	100-2-11B-Indels
100	24	1	1	11A	Normal	100-1-11A-Normal
100	705	1	3	I4411	Normal	100-1-I4411-Normal
100	24	1	0	11B	Normal	100-1-11B-Normal
100	27	1	1	11B_ss	Normal	100-1-11B_ss-Normal
100	19	2	0	11A	Normal	100-2-11A-Normal
100	24	2	0	11B	Normal	100-2-11B-Normal
100	48	3	0	11A	Normal	100-3-11A-Normal
100	3	3	0	11B	Normal	100-3-11B-Normal
100	24	1	1	11A	SNPs	100-1-11A-SNPs
100	674	1	3	I4411	SNPs	100-1-I4411-SNPs
100	24	1	0	11B	SNPs	100-1-11B-SNPs
100	25	1	1	11B_ss	SNPs	100-1-11B_ss-SNPs
100	17	2	0	11A	SNPs	100-2-11A-SNPs
100	23	2	0	11B	SNPs	100-2-11B-SNPs
100	48	3	0	11A	SNPs	100-3-11A-SNPs
100	3	3	0	11B	SNPs	100-3-11B-SNPs
101	22	1	0	I4411	Indels	101-1-I4411-Indels
101	2	2	0	11A	Indels	101-2-11A-Indels
101	1	2	0	11B	Indels	101-2-11B-Indels
101	1	3	0	11A	Indels	101-3-11A-Indels
101	13	1	3	11A	Normal	101-1-11A-Normal
101	690	1	11	I4411	Normal	101-1-I4411-Normal
101	11	1	0	11B	Normal	101-1-11B-Normal
101	30	1	0	11B_ss	Normal	101-1-11B_ss-Normal
101	21	2	1	11A	Normal	101-2-11A-Normal
101	29	2	0	11B	Normal	101-2-11B-Normal
101	37	3	0	11A	Normal	101-3-11A-Normal
101	4	3	0	11B	Normal	101-3-11B-Normal
101	13	1	3	11A	SNPs	101-1-11A-SNPs
101	668	1	11	I4411	SNPs	101-1-I4411-SNPs
101	11	1	0	11B	SNPs	101-1-11B-SNPs
101	30	1	0	11B_ss	SNPs	101-1-11B_ss-SNPs
101	19	2	1	11A	SNPs	101-2-11A-SNPs
101	28	2	0	11B	SNPs	101-2-11B-SNPs
101	36	3	0	11A	SNPs	101-3-11A-SNPs
101	4	3	0	11B	SNPs	101-3-11B-SNPs
102	1	1	1	11A	Indels	102-1-11A-Indels
102	28	1	0	I4411	Indels	102-1-I4411-Indels
102	2	1	0	11B	Indels	102-1-11B-Indels
102	2	1	0	11B_ss	Indels	102-1-11B_ss-Indels
102	1	2	0	11B	Indels	102-2-11B-Indels
102	1	3	0	11A	Indels	102-3-11A-Indels
102	22	1	3	11A	Normal	102-1-11A-Normal
102	662	1	4	I4411	Normal	102-1-I4411-Normal
102	26	1	1	11B	Normal	102-1-11B-Normal
102	21	1	0	11B_ss	Normal	102-1-11B_ss-Normal
102	15	2	0	11A	Normal	102-2-11A-Normal
102	25	2	1	11B	Normal	102-2-11B-Normal
102	23	3	0	11A	Normal	102-3-11A-Normal
102	4	3	0	11B	Normal	102-3-11B-Normal
102	21	1	2	11A	SNPs	102-1-11A-SNPs
102	634	1	4	I4411	SNPs	102-1-I4411-SNPs
102	24	1	1	11B	SNPs	102-1-11B-SNPs
102	19	1	0	11B_ss	SNPs	102-1-11B_ss-SNPs
102	15	2	0	11A	SNPs	102-2-11A-SNPs
102	24	2	1	11B	SNPs	102-2-11B-SNPs
102	22	3	0	11A	SNPs	102-3-11A-SNPs
102	4	3	0	11B	SNPs	102-3-11B-SNPs
103	2	1	0	11A	Indels	103-1-11A-Indels
103	15	1	1	I4411	Indels	103-1-I4411-Indels
103	1	1	0	11B_ss	Indels	103-1-11B_ss-Indels
103	3	2	0	11B	Indels	103-2-11B-Indels
103	17	1	3	11A	Normal	103-1-11A-Normal
103	636	1	7	I4411	Normal	103-1-I4411-Normal
103	20	1	1	11B	Normal	103-1-11B-Normal
103	22	1	1	11B_ss	Normal	103-1-11B_ss-Normal
103	14	2	1	11A	Normal	103-2-11A-Normal
103	25	2	1	11B	Normal	103-2-11B-Normal
103	29	3	0	11A	Normal	103-3-11A-Normal
103	2	3	0	11B	Normal	103-3-11B-Normal
103	15	1	3	11A	SNPs	103-1-11A-SNPs
103	621	1	6	I4411	SNPs	103-1-I4411-SNPs
103	20	1	1	11B	SNPs	103-1-11B-SNPs
103	21	1	1	11B_ss	SNPs	103-1-11B_ss-SNPs
103	14	2	1	11A	SNPs	103-2-11A-SNPs
103	22	2	1	11B	SNPs	103-2-11B-SNPs
103	29	3	0	11A	SNPs	103-3-11A-SNPs
103	2	3	0	11B	SNPs	103-3-11B-SNPs
104	1	1	0	11A	Indels	104-1-11A-Indels
104	19	1	0	I4411	Indels	104-1-I4411-Indels
104	1	2	0	11B	Indels	104-2-11B-Indels
104	10	1	0	11A	Normal	104-1-11A-Normal
104	616	1	6	I4411	Normal	104-1-I4411-Normal
104	20	1	0	11B	Normal	104-1-11B-Normal
104	27	1	1	11B_ss	Normal	104-1-11B_ss-Normal
104	9	2	0	11A	Normal	104-2-11A-Normal
104	28	2	0	11B	Normal	104-2-11B-Normal
104	26	3	0	11A	Normal	104-3-11A-Normal
104	2	3	0	11B	Normal	104-3-11B-Normal
104	9	1	0	11A	SNPs	104-1-11A-SNPs
104	597	1	6	I4411	SNPs	104-1-I4411-SNPs
104	20	1	0	11B	SNPs	104-1-11B-SNPs
104	27	1	1	11B_ss	SNPs	104-1-11B_ss-SNPs
104	9	2	0	11A	SNPs	104-2-11A-SNPs
104	27	2	0	11B	SNPs	104-2-11B-SNPs
104	26	3	0	11A	SNPs	104-3-11A-SNPs
104	2	3	0	11B	SNPs	104-3-11B-SNPs
105	1	1	0	11A	Indels	105-1-11A-Indels
105	18	1	0	I4411	Indels	105-1-I4411-Indels
105	2	1	0	11B_ss	Indels	105-1-11B_ss-Indels
105	1	2	0	11B	Indels	105-2-11B-Indels
105	1	3	0	11A	Indels	105-3-11A-Indels
105	16	1	0	11A	Normal	105-1-11A-Normal
105	609	1	9	I4411	Normal	105-1-I4411-Normal
105	18	1	0	11B	Normal	105-1-11B-Normal
105	22	1	0	11B_ss	Normal	105-1-11B_ss-Normal
105	10	2	1	11A	Normal	105-2-11A-Normal
105	33	2	2	11B	Normal	105-2-11B-Normal
105	18	3	0	11A	Normal	105-3-11A-Normal
105	4	3	0	11B	Normal	105-3-11B-Normal
105	15	1	0	11A	SNPs	105-1-11A-SNPs
105	591	1	9	I4411	SNPs	105-1-I4411-SNPs
105	18	1	0	11B	SNPs	105-1-11B-SNPs
105	20	1	0	11B_ss	SNPs	105-1-11B_ss-SNPs
105	10	2	1	11A	SNPs	105-2-11A-SNPs
105	32	2	2	11B	SNPs	105-2-11B-SNPs
105	17	3	0	11A	SNPs	105-3-11A-SNPs
105	4	3	0	11B	SNPs	105-3-11B-SNPs
106	18	1	1	I4411	Indels	106-1-I4411-Indels
106	1	2	0	11B	Indels	106-2-11B-Indels
106	2	3	0	11A	Indels	106-3-11A-Indels
106	13	1	2	11A	Normal	106-1-11A-Normal
106	581	1	12	I4411	Normal	106-1-I4411-Normal
106	16	1	0	11B	Normal	106-1-11B-Normal
106	23	1	0	11B_ss	Normal	106-1-11B_ss-Normal
106	7	2	1	11A	Normal	106-2-11A-Normal
106	23	2	0	11B	Normal	106-2-11B-Normal
106	31	3	0	11A	Normal	106-3-11A-Normal
106	3	3	0	11B	Normal	106-3-11B-Normal
106	13	1	2	11A	SNPs	106-1-11A-SNPs
106	563	1	11	I4411	SNPs	106-1-I4411-SNPs
106	16	1	0	11B	SNPs	106-1-11B-SNPs
106	23	1	0	11B_ss	SNPs	106-1-11B_ss-SNPs
106	7	2	1	11A	SNPs	106-2-11A-SNPs
106	22	2	0	11B	SNPs	106-2-11B-SNPs
106	29	3	0	11A	SNPs	106-3-11A-SNPs
106	3	3	0	11B	SNPs	106-3-11B-SNPs
107	2	1	0	11A	Indels	107-1-11A-Indels
107	20	1	0	I4411	Indels	107-1-I4411-Indels
107	1	1	0	11B_ss	Indels	107-1-11B_ss-Indels
107	2	2	0	11B	Indels	107-2-11B-Indels
107	3	3	0	11A	Indels	107-3-11A-Indels
107	12	1	1	11A	Normal	107-1-11A-Normal
107	526	1	7	I4411	Normal	107-1-I4411-Normal
107	16	1	0	11B	Normal	107-1-11B-Normal
107	16	1	0	11B_ss	Normal	107-1-11B_ss-Normal
107	9	2	0	11A	Normal	107-2-11A-Normal
107	25	2	0	11B	Normal	107-2-11B-Normal
107	33	3	1	11A	Normal	107-3-11A-Normal
107	3	3	0	11B	Normal	107-3-11B-Normal
107	10	1	1	11A	SNPs	107-1-11A-SNPs
107	506	1	7	I4411	SNPs	107-1-I4411-SNPs
107	16	1	0	11B	SNPs	107-1-11B-SNPs
107	15	1	0	11B_ss	SNPs	107-1-11B_ss-SNPs
107	9	2	0	11A	SNPs	107-2-11A-SNPs
107	23	2	0	11B	SNPs	107-2-11B-SNPs
107	30	3	1	11A	SNPs	107-3-11A-SNPs
107	3	3	0	11B	SNPs	107-3-11B-SNPs
108	3	1	0	11A	Indels	108-1-11A-Indels
108	20	1	1	I4411	Indels	108-1-I4411-Indels
108	1	1	0	11B	Indels	108-1-11B-Indels
108	2	1	0	11B_ss	Indels	108-1-11B_ss-Indels
108	1	2	0	11B	Indels	108-2-11B-Indels
108	21	1	2	11A	Normal	108-1-11A-Normal
108	506	1	3	I4411	Normal	108-1-I4411-Normal
108	15	1	0	11B	Normal	108-1-11B-Normal
108	15	1	0	11B_ss	Normal	108-1-11B_ss-Normal
108	7	2	0	11A	Normal	108-2-11A-Normal
108	21	2	0	11B	Normal	108-2-11B-Normal
108	28	3	0	11A	Normal	108-3-11A-Normal
108	4	3	0	11B	Normal	108-3-11B-Normal
108	18	1	2	11A	SNPs	108-1-11A-SNPs
108	486	1	2	I4411	SNPs	108-1-I4411-SNPs
108	14	1	0	11B	SNPs	108-1-11B-SNPs
108	13	1	0	11B_ss	SNPs	108-1-11B_ss-SNPs
108	7	2	0	11A	SNPs	108-2-11A-SNPs
108	20	2	0	11B	SNPs	108-2-11B-SNPs
108	28	3	0	11A	SNPs	108-3-11A-SNPs
108	4	3	0	11B	SNPs	108-3-11B-SNPs
109	2	1	0	11A	Indels	109-1-11A-Indels
109	12	1	0	I4411	Indels	109-1-I4411-Indels
109	2	2	0	11B	Indels	109-2-11B-Indels
109	2	3	0	11A	Indels	109-3-11A-Indels
109	15	1	0	11A	Normal	109-1-11A-Normal
109	522	1	6	I4411	Normal	109-1-I4411-Normal
109	21	1	0	11B	Normal	109-1-11B-Normal
109	25	1	0	11B_ss	Normal	109-1-11B_ss-Normal
109	19	2	0	11A	Normal	109-2-11A-Normal
109	27	2	0	11B	Normal	109-2-11B-Normal
109	39	3	0	11A	Normal	109-3-11A-Normal
109	6	3	0	11B	Normal	109-3-11B-Normal
109	13	1	0	11A	SNPs	109-1-11A-SNPs
109	510	1	6	I4411	SNPs	109-1-I4411-SNPs
109	21	1	0	11B	SNPs	109-1-11B-SNPs
109	25	1	0	11B_ss	SNPs	109-1-11B_ss-SNPs
109	19	2	0	11A	SNPs	109-2-11A-SNPs
109	25	2	0	11B	SNPs	109-2-11B-SNPs
109	37	3	0	11A	SNPs	109-3-11A-SNPs
109	6	3	0	11B	SNPs	109-3-11B-SNPs
110	21	1	0	I4411	Indels	110-1-I4411-Indels
110	2	1	0	11B	Indels	110-1-11B-Indels
110	1	2	0	11B	Indels	110-2-11B-Indels
110	1	3	0	11A	Indels	110-3-11A-Indels
110	12	1	2	11A	Normal	110-1-11A-Normal
110	459	1	6	I4411	Normal	110-1-I4411-Normal
110	28	1	0	11B	Normal	110-1-11B-Normal
110	18	1	0	11B_ss	Normal	110-1-11B_ss-Normal
110	13	2	1	11A	Normal	110-2-11A-Normal
